"season","round.roundNumber","match.name","match.homeTeamId","match.awayTeamId","del_position","del_defense","del_offense","del_winning","home_win"
2014,19,"Richmond Vs GWS Giants","CD_T120","CD_T1010",0.222222222222222,0.833333333333333,0.194444444444444,3,1
2014,19,"Gold Coast Suns Vs St Kilda","CD_T1000","CD_T130",0.444444444444444,0.0555555555555556,0.166666666666667,1,1
2014,19,"North Melbourne Vs Geelong Cats","CD_T100","CD_T70",-0.166666666666667,0.111111111111111,0.194444444444444,-1,0
2014,19,"Melbourne Vs Brisbane Lions","CD_T90","CD_T20",-0.111111111111111,-0.333333333333333,-0.0555555555555556,-2,0
2014,19,"Hawthorn Vs Western Bulldogs","CD_T80","CD_T140",0.666666666666667,0.0555555555555556,0.555555555555556,2,1
2014,19,"Collingwood Vs Port Adelaide","CD_T40","CD_T110",-0.222222222222222,-0.333333333333333,-0.333333333333333,-1,1
2014,20,"Richmond Vs Essendon","CD_T120","CD_T50",-0.277777777777778,0.111111111111111,0.277777777777778,2,1
2014,20,"GWS Giants Vs North Melbourne","CD_T1010","CD_T100",-0.555555555555556,-0.5,-0.5,-2,0
2014,20,"Carlton Vs Gold Coast Suns","CD_T30","CD_T1000",-0.222222222222222,0.0555555555555556,0.361111111111111,0,1
2014,20,"Hawthorn Vs Melbourne","CD_T80","CD_T90",0.888888888888889,0.277777777777778,0.888888888888889,4,1
2014,20,"Port Adelaide Vs Sydney Swans","CD_T110","CD_T160",-0.166666666666667,-0.611111111111111,-0.444444444444444,-3,0
2014,20,"Geelong Cats Vs Fremantle","CD_T70","CD_T60",0.0555555555555556,0.111111111111111,0.0833333333333333,1,1
2014,20,"Brisbane Lions Vs Adelaide Crows","CD_T20","CD_T10",-0.277777777777778,0.777777777777778,-0.722222222222222,0,0
2014,20,"St Kilda Vs Western Bulldogs","CD_T130","CD_T140",-0.222222222222222,-0.333333333333333,-0.166666666666667,-1,0
2014,20,"West Coast Eagles Vs Collingwood","CD_T150","CD_T40",-0.166666666666667,0.166666666666667,0.277777777777778,0,1
2014,21,"Carlton Vs Geelong Cats","CD_T30","CD_T70",-0.555555555555556,-0.388888888888889,0.111111111111111,-2,0
2014,21,"Sydney Swans Vs St Kilda","CD_T160","CD_T130",0.888888888888889,0.888888888888889,0.388888888888889,3,1
2014,21,"Gold Coast Suns Vs Port Adelaide","CD_T1000","CD_T110",-0.277777777777778,-0.111111111111111,0.0555555555555556,1,0
2014,21,"Essendon Vs West Coast Eagles","CD_T50","CD_T150",0.166666666666667,0.111111111111111,-0.111111111111111,0,1
2014,21,"Collingwood Vs Brisbane Lions","CD_T40","CD_T20",0.333333333333333,-0.277777777777778,-0.0555555555555556,-1,0
2014,21,"Adelaide Crows Vs Richmond","CD_T10","CD_T120",0.277777777777778,-0.611111111111111,0.388888888888889,-2,0
2014,21,"North Melbourne Vs Western Bulldogs","CD_T100","CD_T140",0.444444444444444,0.333333333333333,0.388888888888889,1,1
2014,21,"Melbourne Vs GWS Giants","CD_T90","CD_T1010",0.0555555555555556,0.166666666666667,-0.0555555555555556,0,0
2014,21,"Fremantle Vs Hawthorn","CD_T60","CD_T80",-0.166666666666667,0.166666666666667,-0.277777777777778,-1,1
2014,22,"Port Adelaide Vs Carlton","CD_T110","CD_T30",0.444444444444444,0.277777777777778,-0.111111111111111,0,1
2014,22,"North Melbourne Vs Adelaide Crows","CD_T100","CD_T10",0.111111111111111,0.555555555555556,-0.166666666666667,1,1
2014,22,"Essendon Vs Gold Coast Suns","CD_T50","CD_T1000",0.222222222222222,0.222222222222222,0.277777777777778,2,1
2014,22,"GWS Giants Vs Collingwood","CD_T1010","CD_T40",-0.333333333333333,0.166666666666667,0.111111111111111,0,0
2014,22,"West Coast Eagles Vs Melbourne","CD_T150","CD_T90",0.277777777777778,0.444444444444444,0.611111111111111,3,1
2014,22,"Hawthorn Vs Geelong Cats","CD_T80","CD_T70",-0.0555555555555556,-0.277777777777778,0.166666666666667,-1,1
2014,22,"Brisbane Lions Vs Fremantle","CD_T20","CD_T60",-0.611111111111111,0.111111111111111,-0.166666666666667,0,0
2014,22,"Western Bulldogs Vs Sydney Swans","CD_T140","CD_T160",-0.722222222222222,-0.833333333333333,-0.388888888888889,-2,0
2014,22,"Richmond Vs St Kilda","CD_T120","CD_T130",0.5,0.833333333333333,0.277777777777778,4,1
2014,23,"Collingwood Vs Hawthorn","CD_T40","CD_T80",-0.388888888888889,-0.611111111111111,-0.777777777777778,-2,0
2014,23,"Carlton Vs Essendon","CD_T30","CD_T50",-0.333333333333333,-0.166666666666667,-0.194444444444444,-1,0
2014,23,"Fremantle Vs Port Adelaide","CD_T60","CD_T110",0.0555555555555556,-0.333333333333333,0.333333333333333,0,1
2014,23,"Sydney Swans Vs Richmond","CD_T160","CD_T120",0.388888888888889,-0.0555555555555556,0.361111111111111,-1,0
2014,23,"North Melbourne Vs Melbourne","CD_T100","CD_T90",0.611111111111111,0.333333333333333,0.777777777777778,3,1
2014,23,"Geelong Cats Vs Brisbane Lions","CD_T70","CD_T20",0.666666666666667,0.333333333333333,0.222222222222222,1,1
2014,23,"Gold Coast Suns Vs West Coast Eagles","CD_T1000","CD_T150",-0.111111111111111,-0.388888888888889,-0.555555555555556,-2,0
2014,23,"Adelaide Crows Vs St Kilda","CD_T10","CD_T130",0.388888888888889,0.166666666666667,0.555555555555556,1,1
2014,23,"Western Bulldogs Vs GWS Giants","CD_T140","CD_T1010",0.111111111111111,-0.555555555555556,0.111111111111111,0,0
2015,1,"Carlton Vs Richmond","CD_T30","CD_T120",-0.277777777777778,-0.555555555555556,-0.388888888888889,-4,0
2015,1,"Melbourne Vs Gold Coast Suns","CD_T90","CD_T1000",-0.277777777777778,-0.166666666666667,-0.444444444444444,-1,1
2015,1,"Sydney Swans Vs Essendon","CD_T160","CD_T50",0.333333333333333,0.444444444444444,0.277777777777778,2,1
